"ID","PMNNO","ACCNO","UID","EXP","GenericName","FLAG","ACTIVITY"
14958,"32153371",36443,,,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, sodium salts","XU","INACTIVE"
14959,"32153389",39588,,,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, compounds with ethanolamine","XU","INACTIVE"
14960,"32153397",32872,,,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, compounds with diethanolamine","XU","INACTIVE"
14961,"32153405",38063,,,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, compounds with triethanolamine","XU","INACTIVE"
14962,"32153413",37480,,,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, compounds with triethanolamine","XU","INACTIVE"
14963,"32153421",38405,,,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, compounds with diethanolamine","XU","INACTIVE"
14964,"32153439",33944,,,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, compounds with ethanolamine","XU","INACTIVE"
14965,"32153447",35188,,,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, sodium salts","XU","INACTIVE"
14966,"32153454",37640,,,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, potassium salts","XU","INACTIVE"
14967,"32153462",78285,,,"No generic name available","XU","INACTIVE"
14968,"32178014",29299,,,"1,5-Disulfo-2-naphthalenediazonium chloride, metal salt, reaction product with substituted naphthalene and 1-sulfo-2-naphthalenediazonium chloridemetal salt",,"INACTIVE"
14969,"32178071",29028,,,"Reaction product of 3,3'-dichloro[1,1'-biphenyl]-4,4'-diamine dichloride and substituted-N-(substituted carbomonocycle) butanamide",,"INACTIVE"
14970,"32178329",29200,,,"Hydrocarbon tall oil polymer","XU","INACTIVE"
14971,"32178329",29266,,,"Cyclic and alkylated cyclic alkenes, indene, isoprene, piperylene, styrene, tall oil, vinyltoluene polymer","XU","INACTIVE"
14972,"32178345",28821,,,"Maleic anhydride, 1-alkene mixture, calcium salt of mixed rosin acids polymer","XU","INACTIVE"
14973,"32178436",67471,,,"Rosin, polymer with bisphenol A, glycerol, alkenedioic acid and tung oil","XU","INACTIVE"
14974,"32178451",76767,,,"No generic name available","XU","INACTIVE"
14975,"32178980",37979,,,"2-Propenoic acid, 2-methyl-, monoester with 1,2-propanediol, polymers with acrylic acid, acrylonitrile, butyl acrylate, alkylated formaldehyde-melamine polymer, 3-chloro-2-methyl-1-propene and styrene","XU","INACTIVE"
14976,"32194029",57591,,,"Propylene glycol, substituted benzoic acid ester",,"INACTIVE"
14977,"32194037",41000,,,"Propylene glycol, substituted benzoic acid polyester",,"INACTIVE"
14978,"32194052",46016,,,"Alkyl pyrazinium salt",,"INACTIVE"
14979,"32194060",47075,,,"Alkyl-aza-1-azoniabicyclo[2.2.2]octane salt",,"INACTIVE"
14980,"32194078",53475,,,"(2-Hydroxyethyl)dimethylalkylammonium salt",,"INACTIVE"
14981,"32194086",30503,,,"Propyltrimethylammonium salt",,"INACTIVE"
14982,"32194128",41408,,,"Substituted pentyl-substitutedbenzoate",,"INACTIVE"
14983,"32194169",36578,,,"Alkyl pyridinium salt",,"INACTIVE"
14984,"32194177",39997,,,"Tetraethylammonium salt",,"INACTIVE"
14985,"32194185",34594,,,"Ethyltrimethylammonium salt",,"INACTIVE"
14986,"32194193",53306,,,"Butyltrimethylammonium salt",,"INACTIVE"
14987,"32194201",30490,,,"Propyltrimethylammonium salt",,"INACTIVE"
14988,"32194763",37162,,,"Tung oil, polymer with formaldehyde and substituted phenol","XU","INACTIVE"
14989,"32194839",30514,,,"Hydrogenated fatty acids, polymers with pentaerythritol and phthalic anhydrides","XU","INACTIVE"
14990,"32194896",30218,,,"Hydrogenated fatty acids, polymers with pentaerythritol and phthalic anhydrides","XU","INACTIVE"
14991,"32194904",35202,,,"Hydrogenated carboxylic acids, polymers with benzoic acid, isophthalic acid, pentaerythritol, tall-oil fatty acids and trimethylolpropane","XU","INACTIVE"
14992,"32194920",33262,,,"Rosin, polymer with formaldehyde, glycerol, phthalic anhydride, substituted alkane and tung oil","XU","INACTIVE"
14993,"32194961",69171,,,"Fatty acids, soya, polymers with glycerol, pentaerythritol, silsesquioxanes, aryl, alkyl and phthalic anhydride","XU","INACTIVE"
14994,"32220311",25297,,,"2-Alkenoyloxy-1-methylethyl phosphoric triamide",,"INACTIVE"
14995,"32220469",13786,,,"Phosphorylated sorbitol derivative","XU","INACTIVE"
14996,"32220709",28865,,,"Phosphate esters of polyhydroxyalkane",,"INACTIVE"
14997,"32223281",49071,,,"Alkanol, mercapto-substituted",,"INACTIVE"
14998,"32223299",41328,,,"Propanoic acid, 3-[tris[(substituted alkyl)thio]stannyl]butyl ester",,"INACTIVE"
14999,"32223430",48023,,,"Propanoic acid, 3,3'-[bis[(substituted alkyl)thio]stannylene]bis-, dibutyl ester",,"INACTIVE"
15000,"32227118",18327,,,"1-Sulfophenyl-3-alkyl-4-((1-sulfophenyl-3-alkyl-5-oxopyrazol-4-ylidine)methyl)-5-hydroxypyrazole, disodium salt",,"INACTIVE"
15001,"32227134",28183,,,"2,2'-Disulfo-5,5'-dialkyl-4,4'-bis-[1-(4sulfophenyl)-3-alkyl-5-hydroxypyrazol-4-ylazo]biphenyl, tetrasodium salt",,"INACTIVE"
15002,"32227167",14950,,,"3-Alkyl-2-[3-(3-alkyltetrahydrothiazolylidene)-1-propenyl]-4,5-dihydrothiazolium methosulfate",,"INACTIVE"
15003,"32227415",55891,,,"Vegetable oil fatty acids reaction products with decyl alcohol distillation residues, alkenes, vegetable oil fatty acid esters, deodorizer distillates sulfated, sodium salt",,"INACTIVE"
15004,"32227423",24341,,,"Sulfates of fatty acids esters, fatty acids and alkene parafins, sodium salt","XU","INACTIVE"
15005,"32227431",24114,,,"Sulfates of marine oil, petroleum hydrocarbon oil, fatty acids and alkene-paraffins, sodium salt",,"INACTIVE"
15006,"32227449",52234,,,"Alkyl ester of tall oil fatty acids, polymers with alkenes, sulfated, sodium salts","XU","INACTIVE"
15007,"32227464",57966,,,"Alkyl ester of tall oil fatty acids",,"INACTIVE"
15008,"32227472",53180,,,"Tall oil fatty acids, polymers with modified alkenes, alkyl ester of sperm oil and tall oil fatty acids, sulfated, sodium salts","XU","INACTIVE"
15009,"32227563",52121,,,"Vinyl heteromonocycle, 2-substituted-alkyl methacrylate, methyl methacrylate polymer","XU","INACTIVE"
15010,"32227571",39226,,,"Polyvinyl alcohol-graft acrylic acid, 2-hydroxydiaminoalkyl ester","XU","INACTIVE"
15011,"32229734",12783,,,"Octadecanoic acid, [[bis(methoxymethyl)amino]heteromonocyclediyl]bis[[(methoxymethyl)imino]methylene] ester",,"INACTIVE"
15012,"32229841",11837,,,"Condensation product of an alkanolamine with octadecanoic acid, [[bis(methoxymethyl)amino]heteromonocyclediyl]bis[[(methoxymethyl)imino]methylene]ester",,"INACTIVE"
15013,"32229858",41748,,,"Condensation product of an alkanoic acid diglyceride with octadecanoic acid, [[bis(methoxymethyl)amino]-heteromonocycle-diyl]bis[[(methoxymethyl)imino]methylene] ester",,"INACTIVE"
15014,"32268609",31608,,,"[(Benzothiazol-2-yl)azo]methylphenyloxo-heteromonocycle",,"INACTIVE"
15015,"32268617",42332,,,"Chromate(1-), [4-[(substituted-2-hydroxyphenyl)azo]-alkyl-2-phenyl-3H-pyrazol-3-onato(2-)][3-[4-[(substituted-2- hydroxyphenyl)azo]-alkyl-5-oxo-1H-pyrazol-1-yl]benzenesulfonamidato(2-)]-",,"INACTIVE"
15016,"32280513",44703,,,"Polyalkylenepolyamine, reaction products with epichlorohydrin, quaternized",,"INACTIVE"
15017,"32280521",45717,,,"Reaction product of heteromonocycle and epichlorohydrin",,"INACTIVE"
15018,"32280794",61837,,,"Propanol derivative, polymer with 1,1'-methylenebis[isocyanatobenzene], methyloxirane polymer with oxirane ether with propanediol derivative and oxybis[propanol]","XU","INACTIVE"
15019,"32283004",22403,,,"(Dimethylamino)methoxymethyl heteropolycyclic(2H)one",,"INACTIVE"
15020,"32286346",35075,,,"2-Imidazolidinone aldehyde condensation product","XU","INACTIVE"
15021,"32296477",66445,,,"Fatty acids, soya, polymers with pentaerythritol, aryl, alkyl silsesquioxanes and phthalic anhydride","XU","INACTIVE"
15022,"32296485",38110,,,"Silsesquioxanes, aryl and alkyl, polymers with pentaerythritol, phthalic anhydride and sunflower oil","XU","INACTIVE"
15023,"32296501",32156,,,"Silsesquioxanes, aryl and alkyl, polymers with adipic acid, isophthalic acid, isopropyltitanium salt, nonanoic acid, trimethylolethane and trimethylolpropane","XU","INACTIVE"
15024,"32296519",68021,,,"Fatty acids, soya, polymers with pentaerythritol, aryl, alkyl silsesquioxanes and phthalic anhydride","XU","INACTIVE"
15025,"32296527",68645,,,"Silsesquioxanes, aryl and alkyl, polymers with maleic anhydride, phthalic anhydride and soybean oil","XU","INACTIVE"
15026,"32296535",65179,,,"Coconut oil, polymer with ethylene glycol, maleic anhydride, pentaerythritol, silsesquioxanes, aryl, alkyl and phthalic anhydride","XU","INACTIVE"
15027,"32296543",60072,,,"Fatty acids, soya, polymers with bisphenol A, epichlorohydrin and aryl, alkyl silsesquioxanes","XU","INACTIVE"
15028,"32296568",37639,,,"Silsesquioxanes, aryl and alkyl polymers with fumaric acid, pentaerythritol, phthalic anhydride and soybean oil","XU","INACTIVE"
15029,"32296576",34787,,,"Silsesquioxanes, aryl and alkyl, polymers with maleic anhydride, phthalic anhydride, pentaerythritol, and soybean oil","XU","INACTIVE"
15030,"32296592",38245,,,"Silsesquioxanes aryl and alkyl, polymers with ethylene glycol, maleic anhydride, pentaerythritol, phthalic anhydride and soybean oil","XU","INACTIVE"
15031,"32296600",33955,,,"Silsesquioxanes, aryl and alkyl, polymers with fumaric acid, glycerol, pentaerythritol, phthalic anhydride and soybean oil","XU","INACTIVE"
15032,"32296618",69739,,,"Silsesquioxanes, aryl, alkyl, polymers with glycerol, maleic anhydride, pentaerythritol, phthalic anhydride and soybean oil","XU","INACTIVE"
15033,"32296626",67880,,,"Safflower oil, polymer with glycerol, maleic anhydride, pentaerythritol, silsesquioxanes aryl, alkyl, phthalic anhydride and soybean oil","XU","INACTIVE"
15034,"32296642",63617,,,"Silsesquioxanes, aryl, alkyl, polymers with ethylene glycol, maleicanhydride, pentaerythritol, phthalic anhydride, soybean oil and sunflower oil","XU","INACTIVE"
15035,"32296667",68065,,,"Silsesquioxanes, aryl, alkyl, polymers with maleic anhydride, pentaerythritol and soybean oil","XU","INACTIVE"
15036,"32296675",68543,,,"Fatty acids, tall-oil, polymers with ethylene glycol, maleic anhydride, pentaerythritol, aryl, alkyl, silsesquioxanes, phthalic anhydride and soybean oil","XU","INACTIVE"
15037,"32296683",62443,,,"Alkanedioic acid, polymer with 2-hydroxyethyl acetate, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and mixed alkanols","XU","INACTIVE"
15038,"32296733",65715,,,"Rosin, modified, polymer with glycerine, maleic anhydride, pentaerythritol, phthalic anhydride, soybean oil and tung oil","XU","INACTIVE"
15039,"32296741",61042,,,"Rosin, modified, polymer with glycerine, phthalic anhydride and soybean oil","XU","INACTIVE"
15040,"32296758",69068,,,"Rosin modified, polymer with glycerol, phthalic anhydride and soybean oil","XU","INACTIVE"
15041,"32296766",72323,,,"No generic name available","XU","INACTIVE"
15042,"32296774",63468,,,"Fatty acids, tall-oil, polymers with glycerine, phthalic anhydride,modified rosin and soybean oil","XU","INACTIVE"
15043,"32296808",33795,,,"Silsesquioxanes, aryl and alkyl, polymers with pentaerythritol, phthalic anhydride and soybean oil","XU","INACTIVE"
15044,"32296832",62421,,,"Fatty acids, tall-oil, polymers with pentaerythritol, aryl, alkyl silsesquioxanes and phthalic anhydride","XU","INACTIVE"
15045,"32296840",37333,,,"Silsesquioxanes, aryl and alkyl, polymers with pentaerythritol, phthalic anhydride and soybean oil","XU","INACTIVE"
15046,"32296857",62783,,,"Alkanedioic acid, polymer with 2-hydroxyethyl acetate, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and mixed alkanols","XU","INACTIVE"
15047,"32296873",64950,,,"Fatty acid, saturated, polymers with coconut oil, ethylene glycol, glycerol, maleic anhydride, pentaerythritol and phthalic anhydride","XU","INACTIVE"
15048,"32296899",67755,,,"Fatty acid, polymers with ethylene glycol, pentaerythritol and phthalic anhydride","XU","INACTIVE"
15049,"32297012",95013,,,"Soybean oil, polymer with glycerine, phthalic anhydride, sunflower oil and modified rosin","XU","INACTIVE"
15050,"32297012",66423,,,"Soybean oil, polymer with glycerine, phthalic anhydride, sunflower oil and modified rosin","XU","INACTIVE"
15051,"32297129",64756,,,"Resin acids and Rosin acids, polymd. esters with pentaerythritol, polymers with silsesquioxanes, aryl, alkyl","XU","INACTIVE"
15052,"32297301",35280,,,"Silsesquioxanes, Siloxanes and Silicones, aryl, alkyl and alkoxy, polymers with adipic acid, isophthalic acid, nonanoic acid, trimethylolethane and trimethylolpropane","XU","INACTIVE"
15053,"32297343",61268,,,"Linseed oil, polymer with ethylene glycol, pentaerythritol, phthalic anhydride and modified rosin","XU","INACTIVE"
15054,"32297574",34572,,,"Silsesquioxanes, Siloxanes and Silicones, aryl, alkyl and alkoxy, polymers with adipic acid, diethylene glycol, isophthalic acid, trimethylolethane and trimethylolpropane","XU","INACTIVE"
15055,"32297582",37184,,,"Silsesquioxanes, Siloxanes and Silicones, aryl, alkyl and alkoxy, polymers with adipic acid, ethylene glycol, isophthalic acid, nonanoic acid, trimethylolethane and trimethylolpropane","XU","INACTIVE"
15056,"32297590",37731,,,"Siloxanes, Silicones, and Silsesquioxanes, aryl and alkoxy, polymers with adipic acid, nonanoic acid and trimethylolethane","XU","INACTIVE"
15057,"32297632",77920,,,"No generic name available","XU","INACTIVE"
15058,"32300659",74909,,,"No generic name available","XU","INACTIVE"
15059,"32508368",40665,,,"(Z)-9- Octadecenoic acid dimer and nonanedioic acid polymer with mixed diamines","XU","INACTIVE"
15060,"32510240",29051,,,"Reaction product of 4,4'-diamino[1,1'-biphenyl]-2,2'-disulfonic acid and substituted-N-carbomonocyclebutanamide",,"INACTIVE"
15061,"32511172",22505,,,"5,5'-Carbonylbis-1,3-isobenzofurandione, compounds with substitutedheteromonocycle",,"INACTIVE"
15062,"32511230",22414,,,"Bis(butyltin substituted mercaptide)(dimercapto alkyl) substituted sulfide",,"ACTIVE"
15063,"32524019",16649,,,"Disubstituted aniline",,"INACTIVE"
15064,"32524027",42014,,,"Disubstituted-1-naphthol",,"INACTIVE"
15065,"32524043",22470,,,"Disubstituted toluene",,"INACTIVE"
15066,"32524050",42003,,,"Disubstituted-1-naphthol",,"INACTIVE"
15067,"32524068",21353,,,"Amino-(substituted)-naphthol salt",,"INACTIVE"
15068,"32524076",41942,,,"Disubstituted-1-naphthol",,"INACTIVE"
15069,"32524084",41997,,,"Disubstituted-1-naphthol",,"INACTIVE"
15070,"32524118",20010,,,"Tetrasubstituted bis(2-phenylethenyl)benzene",,"INACTIVE"
15071,"32524126",22061,,,"Disubstituted benzaldehyde",,"INACTIVE"
15072,"32524159",41986,,,"Disubstituted-1-naphthol",,"INACTIVE"
15073,"32524233",21240,,,"Alkoxy-(substituted)-naphthoquinone",,"INACTIVE"
15074,"32524266",20769,,,"Trisubstituted pyrazolinone salt",,"INACTIVE"
15075,"32524274",29437,,,"Trisubstituted pyrazolinone",,"INACTIVE"
15076,"32524290",21159,,,"Disubstituted pyrazolinone salt",,"INACTIVE"
15077,"32524373",19320,,,"Substituted-1-naphthol",,"INACTIVE"
15078,"32524399",19206,,,"Disubstituted coumarin",,"INACTIVE"
15079,"32524407",46152,,,"Trisubstituted-1-naphthol",,"INACTIVE"
15080,"32524423",18510,,,"Disubstituted phenol",,"ACTIVE"
15081,"32524431",21637,,,"Amino-(substituted)-phenol",,"INACTIVE"
15082,"32524449",18076,,,"Nitro-(substituted)-phenol",,"INACTIVE"
15083,"32524456",31437,,,"Disubstituted-1-naphthol salt",,"INACTIVE"
15084,"32524480",46221,,,"Trisubstituted-1-naphthol",,"INACTIVE"
15085,"32524498",17415,,,"Methyl-(substituted)-benzaldehyde",,"INACTIVE"
15086,"32524522",41953,,,"Disubstituted-1-naphthol",,"INACTIVE"
15087,"32524530",20009,,,"Tetrasubstituted bis(2-phenylethenyl)benzene",,"INACTIVE"
15088,"32524548",20634,,,"Substituted benzaldehyde",,"INACTIVE"
15089,"32524571",41908,,,"Disubstituted-1-naphthol",,"INACTIVE"
15090,"32524621",41975,,,"Disubstituted-1-naphthol",,"INACTIVE"
15091,"32524647",22196,,,"Vegetable oil, alkyl lardate and alkenes, chlorosulfurized",,"INACTIVE"
15092,"32524662",41931,,,"Disubstituted-1-naphthol",,"INACTIVE"
15093,"32524761",40132,,,"N-(disubstituted phenyl)-2-pivaloyl-2-substituted acetamide (PROVISIONAL)",,"INACTIVE"
15094,"32524803",16218,,,"Substituted toluene",,"INACTIVE"
15095,"32524829",16730,,,"Dialkoxy-(disubstituted)-benzene",,"INACTIVE"
15096,"32526659",21422,,,"Methyl-(disubstituted)-aniline",,"INACTIVE"
15097,"32526667",46163,,,"Trisubstituted-1-naphthol",,"INACTIVE"
15098,"32527095",31244,,,"Disubstituted phenylhydrazine salt",,"INACTIVE"
15099,"32527111",17993,,,"Disubstituted thiazole",,"INACTIVE"
15100,"32527129",40643,,,"Trisubstituted acetanilide",,"INACTIVE"
15101,"32527145",21784,,,"Trisubstituted benzothiazole salt",,"INACTIVE"
15102,"32527202",19944,,,"Polymer of vinyl acetate and vinyl anhydride (PROVISIONAL)","XU","INACTIVE"
15103,"32527228",40325,,,"(Sulfoalkyl)-cyanine dye derived from substituted benzothiazole andbenzothiazole salt",,"INACTIVE"
15104,"32527764",40154,,,"Tetrasubstituted acetanilide",,"INACTIVE"
15105,"32527772",19604,,,"Substituted carbocyanine dye derived from substituted benzothiazoleand benzothiazole salt",,"INACTIVE"
15106,"32527954",17777,,,"Substituted-1-propenylbenzene",,"INACTIVE"
15107,"32527970",20907,,,"Substituted-1-phenylpyrazole",,"INACTIVE"
15108,"32527996",16445,,,"Chloro-(disubstituted)-phenol salt",,"INACTIVE"
15109,"32528010",16434,,,"Chloro-(disubstituted)-phenol salt",,"INACTIVE"
15110,"32528127",17642,,,"1,4-Bis(methoxyphenylazo)-(trisubstituted)-naphthalene salt",,"INACTIVE"
15111,"32528184",17299,,,"Merodicarbocyanine dye derived from substituted benzothiazole and pyrimidine",,"INACTIVE"
15112,"32529380",67879,,,"2-Propenoic acid, 2-hydroxyethyl ester, polymer with .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl), 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and N-heterocycle","XU","INACTIVE"
15113,"32529422",214494,,,"Polyether polyol, polyoxypropylene glycol, silicone polycarbinol, isophorone diisocyanate-2-hydroxyethyl acrylate resin","XU","INACTIVE"
15114,"32529422",67448,,,"No generic name available","XU","INACTIVE"
15115,"32536138",36034,,,"1,4-Butanediol, polymer with 1,1'-methylenebis(4-substituted cyclohexane) and Niax Polyol PCP 0210*","XU","INACTIVE"
15116,"32536153",47417,,,"Dibasic acid, polymer with 1,6-hexanediol and 2,2'-oxybisethanol","XU","INACTIVE"
15117,"32536161",31799,,,"Carbonic acid, polymer with hexanedioic acid, 5-substituted-1-(aminomethyl)-1,3,3-trimethylcyclohexane, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, 1,6-hexanediol and 2,2-dimethyl-1,3-propanediol","XU","INACTIVE"
15118,"32536187",50921,,,"Hexanedioic acid, polymer with 1,3-disubstituted methylbenzene, 1,3-butanediol, N-butyl-1-butanamine, 1,2-ethanediamine, 1,6-hexanediol and 2,2-dimethyl-1,3-propanediol","XU","INACTIVE"
15119,"32536211",51480,,,"Hexanedioic acid, polymer with 5-substituted-1-(isocyanatomethyl)- 1,3,3-trimethylcyclohexane, 1,6-hexanediol, hydrazine hydrate and 2,2-dimethyl-1,3-propanediol","XU","INACTIVE"
15120,"32536229",47520,,,"Hexanedioic acid, polymer with butyl 2-propenoate, 2,2-dimethyl-1,3-propanediol, 1,6-hexanediol, 2-hydroxyethyl 2-propenoate, 4,4'-methylenebis(cyclohexanamine) and 1,3-disubstituted methylbenzene","XU","INACTIVE"
15121,"32536237",39088,,,"Carbonic acid, polymer with 1,6-hexanediol, 2-hydroxyethyl 2-propenoate and 1,1'-methylenebis(4-substituted cyclohexane)","XU","INACTIVE"
15122,"32536252",48965,,,"1,3-Benzenedicarboxylic acid, polymer with hexanedioic acid, 5-amino-1,3,3-trimethylcyclohexanemethanamine, 1,3-butanediol, 1,6-hexanediol and 1,1'-methylenebis(4-substituted cyclohexane)","XU","INACTIVE"
15123,"32536286",55153,,,"Dibasic acid, polymer with 1,6-hexanediol and 1,5-pentanediol","XU","INACTIVE"
15124,"32536294",49515,,,"Carbonic acid, polymer with alkanediol","XU","INACTIVE"
15125,"32536302",45740,,,"Carbonic acid, polymer with 1,4-butanediol, 1,6-hexanediol and methylenebis(4-substituted cyclohexane)","XU","INACTIVE"
15126,"32536310",35111,,,"Carbonic acid, polymer with butanediol, Niax Polyol PCP 301*, 1,6-hexanediol, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and methylenebis(substituted cyclohexane)","XU","INACTIVE"
15127,"32536328",33308,,,"Carbonic acid, polymer with hexanedioic acid, 5-substituted -1-(substituted methyl)-1,3,3- trimethylcyclohexane, methylenebis(4-cyclohexyl isocyanate), 1,6-hexanediol and 2,2'-dimethyl-1,3-propanediol","XU","INACTIVE"
15128,"32536336",31788,,,"Carbonic acid, polymer with hexanedioic acid, 5-substituted-1-(aminomethyl)-1,3,3-trimethylcyclohexane, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, 1,6-hexanediol and 2,2-dimethyl-1,3-propanediol","XU","INACTIVE"
15129,"32539603",27282,,,"Sulfanilic acid diazotized, coupling products with polyhydroxy diphenylmethane, derivative",,"INACTIVE"
15130,"32539629",32009,,,"Bis(substituted phenylazo)-, (substituted disulfonaphthylazo)-dihydroxybenzene, iron complex, sodium salt",,"INACTIVE"
15131,"32542003",27055,,,"Disubstituted benzene, bis(sulfonaphthyl)azo-, sodium salt",,"INACTIVE"
15132,"32813263",61859,,,"Fatty acids, tall-oil, conjugated, polymers with modified rosin andsafflower oil","XU","INACTIVE"
15133,"32813289",76290,,,"No generic name available","XU","INACTIVE"
15134,"32813297",61791,,,"Rosin, modified, polymer with pentaerythritol, compd. with morpholine","XU","INACTIVE"
15135,"32815664",19160,,,"4-[[4-[4-(disubstitutedamino)phenylazo]phenyl]azo]benzenesulfonic acid, sodium salt",,"INACTIVE"
15136,"32815672",12976,,,"4-[4-(4-Substituted phenylazo)phenylazo]benzenesulfonic acid, sodium salt",,"INACTIVE"
15137,"32816209",69080,,,"1H-Imidazole-1-ethanol, 4,5-dihydro-2-nortall oil alkyl derivativescompd. with polyethylene phosphate","XU","INACTIVE"
15138,"32817652",77679,,,"No generic name available","XU","INACTIVE"
15139,"32817678",78014,,,"No generic name available","XU","INACTIVE"
15140,"32817694",67062,,,"Ethanol, 2-amino-, compd. with polyethylene derivative","XU","INACTIVE"
15141,"32817835",60061,,,"Poly(oxyethanediyl), .alpha.-substituted benzene-.omega.-hydroxy-, sodium salt","XU","INACTIVE"
15142,"32817835",36783,,,"Poly(oxyethanediyl), .alpha.-substituted benzene-.omega.-hydroxy-, sodium salt","XU","INACTIVE"
15143,"32817918",34583,,,"Poly(oxy-1,2-ethanediyl), .alpha.-[substituted phenyl]-.omega.-hydroxy-, phosphate, potassium salt","XU","INACTIVE"
15144,"32830275",44145,,,"Trifluoromethyl heteropolycyclic xanthenoquinolizinium perchlorate",,"INACTIVE"
15145,"32830382",30809,,,"Phenol - formaldehyde resin derivative","XU","INACTIVE"
15146,"32830457",33524,,,"Polyalkylene glycol ester of modified tall oil fatty acids","XU","ACTIVE"
15147,"32830473",52347,,,"Amides from .alpha.-aminoalkyl-.omega.-(aminoalkoxy)poly(oxyalkanediyl) and fatty acids dimers","XU","ACTIVE"
15148,"32830515",45433,,,"Polyalkylene glycol ester with alkyl-cyclohexane-alkanedioic acid","XU","ACTIVE"
15149,"32830523",45568,,,".alpha.-(8-Carboxy-1-oxooctyl)-.omega.-[(8-carboxy-1-oxooctyl)oxy]poly(oxyalkanediyl)","XU","INACTIVE"
15150,"32832057",82021,,,"Tall oil fatty acid with 1,2-carboxylic anhydride, 5-carboxylic acid benzene with 2,2-dimethyl-3-hydroxypropionate with dialkoxy glycol polymer (PROVISIONAL)","XU","INACTIVE"
15151,"32832073",83364,,,"2-Hydro-.omega.-hydroxypoly[oxy(methyl-1,2-ethanedoyl)] ether with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol (3:1), 2-propenoate (PROVISIONAL)","XU","INACTIVE"
15152,"32832198",49797,,,"Reaction product of rosin, fumaric acid, pentaerythritol resin withalkyl amine, zinc oxide, C12-C18 saturated fatty acid and ammonia","XU","INACTIVE"
15153,"32832230",56952,,,"Polymer of laurolactam, hexamethylenediamine, substituted monocyclic amine, alkanedioic acids","XU","INACTIVE"
15154,"32832248",30105,,,"Polymer of caprolactam, substituted hexamethylenediamine, dimer of alkenoic acid","XU","INACTIVE"
15155,"32832255",32838,,,"Dialkyl phenol, reaction products with 2-(2-alkoxyethoxy)ethanol and Niagrosine Spirit Soluble",,"INACTIVE"
15156,"32832271",58210,,,"Carbonic acid, polymer with 1,6-hexanediol, 5-substituted-1-substituted methyl-1,3,3-trimethylcyclohexane and p-menthane-1,8-diamine","XU","INACTIVE"
15157,"32832297",33604,,,"Carbon acid, polymer with 1,6-hexanediol, methylenebis(4-substituted cyclohexane) and 5-amino-1-(aminomethyl)-1,3,3-trimethylcyclohexane","XU","ACTIVE"
15158,"32832305",48932,,,"Carbonic acid, polymer with 1,6-hexanediol, 5-substituted -1-(substituted methyl)-1,3,3-trimethylcyclohexane and 5-amino-1-(aminomethyl)-1,3,3-trimethylcyclohexane","XU","INACTIVE"
15159,"32832362",38983,,,"Neopentyl glycol, 2-ethylhexanol, alkane dibasic acids polyester","XU","ACTIVE"
15160,"32832370",55733,,,"Propylene glycol, 2-ethylhexanol, phthalic anhydride and alkane dibasic acids polyester","XU","ACTIVE"
15161,"32832479",53908,,,"Acetanilide, 2-[(2-chloro-4-nitrophenyl)azo]-5-bis[(2-hydroxyethyl)amino] derivative",,"INACTIVE"
15162,"32832628",31937,,,"Hydrolized polymer of substituted sulfonic acid and ethenyl acetate","XU","INACTIVE"
15163,"32832651",53942,,,"Acetanilide, 2-[(2-chloro-4-nitrophenyl)azo]-5-bis[(2-hydroxyethyl)amino] derivative",,"INACTIVE"
15164,"32832677",53931,,,"Acetanilide, 2-[(2-chloro-4-nitrophenyl)azo]-5-bis[(2-hydroxyethyl)amino] derivative",,"INACTIVE"
15165,"32832891",48294,,,"Ammonium metallosilicate",,"INACTIVE"
15166,"32832982",53919,,,"Acetanilide, 2-[(2-chloro-4-nitrophenyl)azo]-5-bis[(2-hydroxyethyl)amino] derivative",,"INACTIVE"
15167,"32833006",47257,,,"Hydrogen metallosilicate",,"ACTIVE"
15168,"32833204",19477,,,"Octadecanoic acid, 2-mercaptoethyl ester, metal salt",,"INACTIVE"
15169,"32833212",20509,,,"Alkanoic acid, (methylstannylidyne)tris(thioethanediyl) ester",,"INACTIVE"
15170,"32833568",46243,,,"Monobutyltin (alkylmercaptoacetate ester), derivative polymer","XU","INACTIVE"
15171,"32833576",56623,,,"(Polyisobutenyl)dihydro-2,5-furandione, reaction products with substituted phosphinodithioic acid, zinc salts",,"INACTIVE"
